"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
1412,"LUXURY BROOKLYN LOFT STEPS TO PARK & SUBWAY",3959655,"Eric And Aoife","Brooklyn","Windsor Terrace",40.65142,-73.97601,"Entire home/apt",21,52,"6/24/2017",0.64,2,0
1413,"Geraldine's  1 BR APT 5 min from JFK",259207391,"Pauline","Queens","Jamaica",40.67634,-73.79687,"Private room",1,3,"7/2/2019",3,3,357
1414,"Sunny Room near subway!!",18221107,"Darya","Manhattan","Inwood",40.86087,-73.92724,"Private room",3,36,"6/10/2018",0.9,1,249
1415,"Sunny Clinton Hill Apt w/Patio",1149419,"Alex","Brooklyn","Crown Heights",40.6803,-73.96059,"Entire home/apt",28,18,"4/29/2019",0.36,1,265
1416,"Dazzling Tribeca 2BR w/ Indoor pool + Great views by Blueground",107434423,"Blueground","Manhattan","Tribeca",40.71659,-74.00653,"Entire home/apt",30,0,NA,NA,232,1
1417,"Spacious and Cozy Room - Just like Home",162166015,"Freddy","Queens","Ridgewood",40.6963,-73.89965,"Private room",1,3,"1/1/2019",0.45,1,189
1418,"one bedroom",111586798,"Percival","Bronx","Soundview",40.82121,-73.87764,"Private room",7,0,NA,NA,1,90
1419,"Private Guest Bedroom with beautiful back yard.",164516331,"Hamza","Brooklyn","Bedford-Stuyvesant",40.68108,-73.92729,"Private room",2,33,"9/30/2018",1.86,1,0
1420,"Cathedral View",7411846,"Matt","Manhattan","Upper West Side",40.80115,-73.96282,"Private room",1,1,"2/11/2018",0.06,1,88
1421,"NEAR 5th AVE RENOVATED STUDIO IN BROOKLYN",188212054,"Joanna","Brooklyn","Bay Ridge",40.62061,-74.02331,"Entire home/apt",3,2,"6/27/2019",2,2,255
1422,"Relaxing, comfy, and stress-free apartment.",138962369,"Eugenia","Bronx","Edenwald",40.89039,-73.83186,"Entire home/apt",3,8,"7/7/2019",3.04,1,34
1423,"Feels Like Home Near JFK and LGA",16608415,"Smidty","Brooklyn","East New York",40.66745,-73.89217,"Private room",1,25,"6/26/2019",3.61,3,211
1424,"Bright and Cozy in Crown Heights",9862957,"Miklos","Brooklyn","Crown Heights",40.67049,-73.94177,"Private room",15,21,"9/26/2018",0.43,1,360
1425,"Cozy Studio NYC getaway",83650675,"Nikki","Manhattan","Harlem",40.81662,-73.93687,"Entire home/apt",1,10,"6/30/2019",1.42,1,361
1426,"Sweet and Simple",34450489,"K","Brooklyn","Downtown Brooklyn",40.69691,-73.98237,"Private room",2,2,"7/7/2019",2,1,6
1427,"Sonder | The Biltmore | Chic 1BR + City View",219517861,"Sonder (NYC)","Manhattan","Theater District",40.76152,-73.98587,"Entire home/apt",29,0,NA,NA,327,340
1428,"Bright, Open, Family Friendly",57289930,"Stephanie","Queens","Sunnyside",40.74214,-73.92463,"Entire home/apt",1,0,NA,NA,1,0
1429,"Comfortable, cozy, dorm-like room",53450065,"Maria","Queens","Flushing",40.72211,-73.80908,"Private room",1,0,NA,NA,1,0
1430,"*Ideal room for travelers with a budget!",226339724,"David And Annette","Brooklyn","Bedford-Stuyvesant",40.6818,-73.9139,"Private room",2,5,"6/2/2019",1.7,10,326
1431,"*RAZZMATAZZ* Upper East Side 2 Bedroom",25237492,"Juliana","Manhattan","Upper East Side",40.76112,-73.9619,"Entire home/apt",30,12,"11/14/2018",0.27,34,298
1432,"Beautiful house top floor 1-3 large bedrooms",15908653,"Gil","Brooklyn","Flatbush",40.63268,-73.96059,"Private room",2,114,"4/7/2019",1.96,2,312
1433,"Huge Private Room Near Brooklyn Museum",181382109,"Jacob","Brooklyn","Crown Heights",40.66911,-73.95982,"Private room",1,1,"5/13/2019",0.52,1,59
1434,"Charming 1BR in the heart of Greenwich Village",11414858,"Alex","Manhattan","Greenwich Village",40.73006,-73.99981,"Entire home/apt",4,0,NA,NA,1,0
1435,"Private Room in Dumbo Loft",75739500,"David","Brooklyn","DUMBO",40.704,-73.98464,"Private room",3,23,"4/15/2017",0.63,1,0
1436,"Private room in gorgeous 2 floor Williamsburg apt",1909320,"Peter","Brooklyn","Williamsburg",40.7167,-73.96327,"Private room",1,96,"6/23/2019",2.24,3,237
1437,"Garden Apartment of Eden",130331205,"Robert","Brooklyn","Bedford-Stuyvesant",40.68692,-73.94699,"Entire home/apt",2,7,"6/14/2019",2.08,1,68
1438,"Huge Auditorium/Theatre w/Balcony Seats for Events",13460069,"Shan","Queens","Flushing",40.73333,-73.79514,"Entire home/apt",1,0,NA,NA,1,365
1439,"Stunning 2 bed 2bath Wall St. Luxury Apt",16101222,"Andrew M.","Manhattan","Financial District",40.70563,-74.00878,"Entire home/apt",3,9,"5/26/2018",0.19,1,0
1440,"ENTIRE UNIT: MID TOWN NYC - GRAND CENTRAL STATION",43828940,"James","Manhattan","Midtown",40.75343,-73.97313,"Entire home/apt",3,0,NA,NA,1,0
1441,"Peace home in Bedford Stuyvesant Brooklyn",107085019,"Azuri","Brooklyn","Bedford-Stuyvesant",40.68557,-73.93023,"Private room",3,1,"6/11/2019",1,1,348
1442,"Big one bedroom located in Brooklyn",4390881,"Todd","Brooklyn","Prospect Heights",40.6763,-73.96528,"Entire home/apt",14,13,"1/26/2019",0.17,1,22
1443,"3 Bedroom Apt in Times Square",263744711,"Jennifer","Manhattan","Hell's Kitchen",40.76299,-73.99478,"Entire home/apt",3,1,"6/25/2019",1,1,278
1444,"South Bronx Suite",19903807,"Carol","Bronx","Mott Haven",40.81305,-73.91655,"Entire home/apt",3,5,"6/2/2019",2.5,3,45
1445,"City Portal",106667600,"Monica","Queens","East Elmhurst",40.75782,-73.8844,"Private room",10,3,"6/2/2019",0.5,1,326
1446,"Cozy Upper East Side Studio",668564,"Nitzan","Manhattan","Upper East Side",40.77471,-73.95574,"Entire home/apt",2,32,"6/23/2019",0.47,1,7
1447,"Resort-like living in Williamsburg",1380703,"Vishal","Brooklyn","Williamsburg",40.71647,-73.93974,"Entire home/apt",30,1,"9/24/2013",0.01,1,0
1448,"Entire PVT 3BR townhouse apt, Brooklyn.❤️❤️❤️❤️❤️",16534981,"Suzy","Brooklyn","Bedford-Stuyvesant",40.68133,-73.90947,"Entire home/apt",28,3,"5/26/2019",0.16,5,312
1449,"Find Serenity in this Harlem Studio",30460662,"Gabrielle-Renée","Manhattan","Harlem",40.82117,-73.94306,"Entire home/apt",2,11,"12/12/2017",0.25,1,0
1450,"Beautiful 1 bdrm in 2 bdrm apt",1482208,"Allison","Brooklyn","Williamsburg",40.71284,-73.93965,"Private room",3,19,"6/28/2018",0.41,2,310
1451,"Charming Room 4 blocks from Empire State Building",94648262,"Martin & Christine","Manhattan","Kips Bay",40.74404,-73.97985,"Private room",3,59,"6/23/2019",2.92,1,51
1452,"Spacious, modern, clean, rooftop, near all subways",9880282,"Duncan","Brooklyn","Boerum Hill",40.68475,-73.9871,"Entire home/apt",14,3,"6/30/2019",2.25,1,0
1453,"Sunny room, artistic modern building near subway",114523254,"Larissa","Manhattan","East Harlem",40.7875,-73.94675,"Private room",1,8,"10/16/2017",0.34,1,0
1454,"Private cozy spacious bedroom Queens NY",144714634,"Char","Queens","Flushing",40.73872,-73.82863,"Private room",1,49,"7/7/2019",7.14,1,168
1455,"Gem of East New York",219347424,"Adonna","Brooklyn","East New York",40.66737,-73.87551,"Private room",2,1,"12/14/2018",0.14,2,354
1456,"Cozy Brooklyn Bedroom in Art-Filled Apartment",124040560,"Shelley","Brooklyn","Windsor Terrace",40.65039,-73.97254,"Private room",1,1,"6/25/2019",1,1,0
1457,"Comfy Cozy - 12 Minutes from Manhattan",31789510,"Raisa","Queens","Woodside",40.74667,-73.90202,"Entire home/apt",3,8,"1/1/2019",0.55,1,0
1458,"Spacious Astoria Apartment in a Prime Location!",14258377,"Tracy","Queens","Astoria",40.76389,-73.91963,"Private room",4,0,NA,NA,1,38
1459,"Hidden Treasure in Bed-Sty",67992400,"Ben","Brooklyn","Bedford-Stuyvesant",40.6953,-73.93567,"Private room",2,1,"7/25/2017",0.04,1,0
1460,"Amazing Value, Convenient Location, Nice Amenities",234174616,"Onika","Brooklyn","East New York",40.67349,-73.88705,"Entire home/apt",5,0,NA,NA,1,180
1461,"Best of Brooklyn & Beside Manhattan!",48704899,"Dara","Brooklyn","Park Slope",40.67481,-73.97258,"Entire home/apt",3,41,"6/2/2019",1.84,1,1
1462,"Stylish 2 bedrooms Downtown Manhattan Chinatown",14156628,"Bruno","Manhattan","Lower East Side",40.71255,-73.99147,"Entire home/apt",2,4,"7/1/2019",4,1,233
1463,"Sweet Getaway in the Hidden Gem w/ Backyard/Patio",33067672,"Ivy","Brooklyn","Sunset Park",40.65247,-74.00994,"Entire home/apt",2,1,"6/4/2018",0.08,1,0
1464,"ROOF DECK+  LAUNDRY- BRICK WALLS - CLOSE TO METRO!",184090548,"Emanuel & Orion","Brooklyn","Williamsburg",40.71294,-73.95866,"Private room",2,25,"6/23/2019",2.19,3,342
1465,"Clean and Comfortable Studio",3142220,"Tiffanie","Manhattan","Kips Bay",40.74114,-73.97657,"Entire home/apt",2,22,"5/26/2019",0.81,1,11
1466,"2000 SF 3br 2bath West Village private  townhouse",93790,"Ann","Manhattan","West Village",40.73096,-74.00319,"Entire home/apt",4,46,"5/18/2019",0.55,2,243
1467,"Spacious Bright West Village Apt!",2306485,"Sam","Manhattan","West Village",40.73296,-74.00235,"Entire home/apt",3,118,"5/20/2019",2.26,1,180
1468,"2BR apt. in converted church with large terrace",5781885,"Annika","Brooklyn","Cobble Hill",40.68836,-73.99763,"Entire home/apt",6,6,"10/27/2018",0.13,1,0
1469,"Cozy 2 BD in Midtown West",1900800,"Geny","Manhattan","Hell's Kitchen",40.75643,-73.99046,"Entire home/apt",7,13,"6/17/2019",0.15,1,327
1470,"Charming Chelsea Home",66354,"Laura","Manhattan","Chelsea",40.7468,-74.00493,"Entire home/apt",1,6,"5/7/2016",0.13,1,0
1471,"Cozy Bedroom and Private Bath in Spacious Duplex",42835213,"Zandelle","Brooklyn","East Flatbush",40.64841,-73.95178,"Private room",4,27,"6/8/2019",0.95,2,54
1472,"Sunny One Bedroom in Crown Heights",8511553,"J","Brooklyn","Crown Heights",40.6774,-73.94726,"Entire home/apt",2,6,"6/29/2016",0.14,1,0
1473,"Private RM and BR in Queens close to Manhattan",215956658,"Any","Queens","Woodside",40.75542,-73.9021,"Private room",4,34,"6/28/2019",4.25,1,34
1474,"Beautiful 1 bedroom apartment in Greenpoint, BK",15899162,"Nichole","Brooklyn","Greenpoint",40.73129,-73.95845,"Entire home/apt",7,10,"9/23/2018",0.51,1,0
1475,"Little Italy Studio in Soho - Sleeps up to 4!",273544738,"Jane","Manhattan","Nolita",40.72132,-73.99586,"Entire home/apt",2,0,NA,NA,1,324
1476,"Bright Brooklyn Apartment",50175698,"Thiru","Brooklyn","Bedford-Stuyvesant",40.69108,-73.94492,"Entire home/apt",5,1,"11/21/2017",0.05,1,0
1477,"Comfy private bedroom",225454310,"Tosin","Queens","Far Rockaway",40.59836,-73.75555,"Private room",1,12,"4/28/2019",1.55,4,363
1478,"Vacation Rental in Prospect Heights",1854179,"Fedor","Brooklyn","Prospect Heights",40.68043,-73.96781,"Entire home/apt",5,5,"7/15/2018",0.11,1,0
1479,"1 bedroom SOHO flat with sunny views",230503468,"Robert","Manhattan","SoHo",40.72628,-74.00236,"Entire home/apt",2,12,"4/16/2019",1.89,1,0
1480,"Nice place in Brooklyn .",201718939,"Leon","Brooklyn","Greenpoint",40.73201,-73.95699,"Private room",5,0,NA,NA,1,77
1481,"RARE! Vintage 2 Bed Artist's Flat",918087,"Kestrel","Brooklyn","Bedford-Stuyvesant",40.68686,-73.94973,"Entire home/apt",1,1,"12/20/2015",0.02,3,0
1482,"Room #3 Near Manhattan NYC.",22384027,"Shahana","Brooklyn","Brownsville",40.67065,-73.91643,"Private room",1,45,"5/21/2019",0.97,10,158
1483,"Astoria Apt quick trip to Manhattan and LGA",37087545,"Daniel","Queens","Astoria",40.77029,-73.9197,"Private room",30,1,"2/17/2019",0.21,1,0
1484,"Hell's Kitchen /Times Sq - Comfortable 2 BDR Flat",264962468,"Milica","Manhattan","Hell's Kitchen",40.76273,-73.99028,"Entire home/apt",2,2,"7/1/2019",2,1,55
1485,"Private room 1 block from train",140492812,"Andrew","Brooklyn","Bushwick",40.707,-73.92204,"Private room",1,2,"10/18/2017",0.09,2,0
1486,"Sweet Home Away From Home",120371644,"Natasha","Brooklyn","Sheepshead Bay",40.59143,-73.95548,"Private room",2,52,"6/24/2019",3.57,2,340
1487,"Carroll Gardens Brooklyn Apartment",6789600,"Derek","Brooklyn","Carroll Gardens",40.67786,-73.99871,"Entire home/apt",6,2,"8/7/2015",0.04,1,0
1488,"Comfy & Clean Riverside Studio",13615300,"Aaron","Manhattan","Harlem",40.82916,-73.9498,"Entire home/apt",2,4,"5/27/2019",0.94,1,0
1489,"LYRIC - Hotel Deluxe Studio Suite with Kitchen",197053492,"Lyric At 70 Pine","Manhattan","Financial District",40.70571,-74.00784,"Entire home/apt",1,8,"7/7/2019",8,8,312
1490,"Cute 1 BD (can sleep up to 4) in the gorg UWS!",78507411,"Mel And Laurie","Manhattan","Upper West Side",40.79671,-73.9712,"Entire home/apt",3,4,"1/1/2017",0.11,1,0
1491,"3 BDR APT, ONLY 1 SUBWAY STOP TO MANHATTAN, 5 MIN!",217784241,"Analia","Brooklyn","Williamsburg",40.71011,-73.96086,"Entire home/apt",1,12,"6/20/2019",3.21,4,250
1492,"Brooklyn’s Finest in Fort Greene",206288086,"Akram","Brooklyn","Fort Greene",40.69434,-73.97099,"Entire home/apt",2,20,"6/30/2019",4.96,2,284
1493,"Brightly Skylit 3 Bedroom Soho Loft",62316222,"C E","Manhattan","SoHo",40.72064,-73.99957,"Entire home/apt",5,51,"6/6/2019",1.29,1,347
1494,"CLASSIC NEW YORK! Heart of UWS!
CLEAN. BRIGHT. NEW",27847787,"Samuel","Manhattan","Upper West Side",40.78446,-73.97189,"Entire home/apt",6,9,"1/2/2019",0.37,1,0
1495,"Financial District Oasis-Queen Bedroom",9072771,"Kindra","Manhattan","Financial District",40.70581,-74.00948,"Private room",14,8,"5/29/2019",0.23,2,146
1496,"New York Apartment",206774126,"Brene","Manhattan","Harlem",40.82788,-73.93905,"Entire home/apt",15,0,NA,NA,1,0
1497,"Sun Filled Private Room near Central Park",26702561,"Amy","Manhattan","Hell's Kitchen",40.76587,-73.98527,"Private room",1,0,NA,NA,1,0
1498,"Studio + loft space in Gramercy",3313475,"Mimi","Manhattan","Kips Bay",40.74229,-73.98165,"Entire home/apt",2,2,"7/25/2015",0.04,1,0
1499,"Art-filled Mid-Century Modern Apartment",3686511,"Kris","Brooklyn","Prospect-Lefferts Gardens",40.66128,-73.94797,"Entire home/apt",3,16,"5/28/2019",0.52,1,154
1500,"#1  Spacious Private Room",303939,"Lissette","Staten Island","Tompkinsville",40.63485,-74.08539,"Private room",2,53,"6/11/2019",3.4,6,341
1501,"Huge bedroom with private access to backyard.",201987117,"Gershon","Queens","Ridgewood",40.70629,-73.91281,"Private room",1,1,"5/27/2019",0.68,1,0
1502,"Beautiful Boerum Hill Apartment",373060,"Tamera","Brooklyn","Boerum Hill",40.68591,-73.9863,"Entire home/apt",2,2,"11/12/2017",0.09,1,0
1503,"PRIVATE. ROOM  -  Midtown/Central Park",5668786,"Ed &Alexa","Manhattan","Hell's Kitchen",40.76796,-73.98601,"Private room",2,244,"7/5/2019",3.49,1,52
1504,"Artist's loft / Room / Greenpoint",138052282,"Alican","Brooklyn","Greenpoint",40.72842,-73.9421,"Private room",4,4,"6/26/2019",0.34,1,3
1505,"Stylish studio in the heart of Clinton Hill",777522,"Harris","Brooklyn","Clinton Hill",40.68424,-73.96661,"Entire home/apt",1,3,"6/9/2019",0.4,1,0
1506,"Charming WaHi apartment!",92192182,"Alyssa","Manhattan","Washington Heights",40.84861,-73.93716,"Entire home/apt",2,11,"7/8/2018",0.64,2,0
1507,"Positive Vibes, Bushwick Living - Entire Apartment",6378149,"Laurel","Brooklyn","Bushwick",40.69883,-73.91583,"Entire home/apt",2,1,"8/10/2018",0.09,3,0
1508,"Spacious private bedroom in Hamilton Heights",6407054,"Melissa","Manhattan","Harlem",40.82051,-73.95291,"Private room",1,4,"6/23/2019",0.85,3,0
1509,"1st Floor Apt in Heart of Brooklyn",3752523,"Ari","Brooklyn","Crown Heights",40.66952,-73.94287,"Entire home/apt",2,63,"6/7/2019",1.66,2,344
1510,"Modern 1 Bedroom Luxury Apartment in Dumbo",115517627,"Kevin","Brooklyn","Vinegar Hill",40.69891,-73.98423,"Entire home/apt",4,1,"10/22/2017",0.05,1,0
1511,"Good Day New York - Comfy Queen",252604696,"Erin","Manhattan","Chelsea",40.74914,-73.99471,"Private room",1,0,NA,NA,20,365
1512,"Cozy 1 BD apartment in Sunset park",17917168,"Karina","Brooklyn","Sunset Park",40.65046,-74.00402,"Entire home/apt",1,26,"3/24/2019",2.52,1,0
1513,"Room with Private Bathroom near Times Square",211196034,"Sam","Manhattan","Hell's Kitchen",40.75895,-73.99509,"Private room",4,1,"7/2/2019",1,1,8
1514,"Luxury Triplex with Roofdeck",6489789,"Tim","Brooklyn","Gowanus",40.68159,-73.98075,"Entire home/apt",2,3,"4/3/2019",0.35,1,22
1515,"Private! entire studio, private bath, own entrance",33614329,"Walter","Brooklyn","Bushwick",40.69555,-73.93069,"Entire home/apt",1,81,"7/3/2019",2.42,4,193
1516,"Top Floor Apartment with Roof Access.",5162894,"Catherine","Manhattan","Midtown",40.74389,-73.98515,"Private room",1,28,"5/19/2019",0.89,1,17
1517,"Lothlorien",224513581,"Gaia","Brooklyn","Bedford-Stuyvesant",40.67759,-73.9106,"Private room",7,2,"12/18/2018",0.26,2,250
1518,"room",81453500,"Amira","Manhattan","Upper West Side",40.80079,-73.96619,"Private room",4,2,"7/28/2016",0.05,1,53
1519,"25 min to Manhattan: Bed in quiet apartment",201015598,"Anchor","Brooklyn","Bedford-Stuyvesant",40.67956,-73.91135,"Shared room",1,13,"5/19/2019",1.52,17,89
1520,"Spanish Harlem Apt",1235070,"Olson","Manhattan","East Harlem",40.79264,-73.93898,"Entire home/apt",5,1,"1/2/2015",0.02,1,0
1521,"Charming & private room in W'burg",503555,"Phyl","Brooklyn","Williamsburg",40.71488,-73.96148,"Private room",8,2,"12/13/2015",0.04,3,0
1522,"Private 4D Room in 4BR/2BA APT in Hell's Kitchen",137274917,"David","Manhattan","Hell's Kitchen",40.75981,-73.99011,"Private room",1,79,"6/24/2019",6.99,12,241
1523,"Quaint apartment in heart of Astoria",51551032,"Diane","Queens","Astoria",40.76424,-73.91516,"Entire home/apt",4,1,"1/30/2019",0.19,1,0
1524,"Room in heart of Williamsburg on Bedford Ave.",34988761,"Colin","Brooklyn","Williamsburg",40.71289,-73.9637,"Private room",1,0,NA,NA,1,0
1525,"Nice bedroom by Riverside & Columbia University",45748188,"Ali","Manhattan","Morningside Heights",40.81231,-73.95858,"Private room",2,20,"8/13/2017",0.59,1,0
1526,"Spacious Private Room near Prospect Park and Train",40830538,"Aaron","Brooklyn","Prospect-Lefferts Gardens",40.65889,-73.95627,"Private room",31,3,"6/9/2019",0.27,2,242
1527,"Manhattan Luxury High-Rise Apt w/ Unbeatable Views",41382247,"Dan","Manhattan","Hell's Kitchen",40.76011,-73.98828,"Entire home/apt",1,0,NA,NA,1,0
1528,"Entire Apartment to yourself in the Heart of NYC!!",45005719,"Nia","Manhattan","Hell's Kitchen",40.76504,-73.98856,"Entire home/apt",1,1,"11/5/2016",0.03,1,364
1529,"Bedroom in lovely and welcoming home",94088674,"Lewi","Brooklyn","Bedford-Stuyvesant",40.69857,-73.9439,"Private room",1,2,"2/25/2018",0.11,1,0
1530,"3BR Carroll Gardens townhouse loft",16254543,"Jennifer","Brooklyn","Carroll Gardens",40.67863,-73.99399,"Entire home/apt",3,8,"8/18/2018",0.14,1,0
1531,"Newly Renovated, Bright 1 BR in Central Manhattan",27803037,"Rebecca","Manhattan","Kips Bay",40.74089,-73.98094,"Entire home/apt",3,20,"9/17/2018",0.61,1,0
1532,"Welcoming home in the ❤️ of NYC!",23867523,"K","Manhattan","Theater District",40.76207,-73.9858,"Private room",1,8,"5/31/2019",2.09,1,5
1533,"Sonder | Upper East Side | Stylish 1BR + Sofa Bed",219517861,"Sonder (NYC)","Manhattan","Upper East Side",40.76277,-73.96317,"Entire home/apt",29,0,NA,NA,327,311
1534,"East Harlem Pied A Terre",16864813,"Kim","Manhattan","East Harlem",40.80255,-73.94349,"Entire home/apt",3,38,"6/21/2019",2.42,1,272
1535,"LIC Room w/ Clean & Comfy Amenities + 6 Trains",100112994,"Felix","Queens","Long Island City",40.7495,-73.93676,"Private room",3,56,"7/1/2019",4.48,2,42
1536,"King Hotel Room at Wyndham Midtown 45 Resort",49128620,"Joy","Manhattan","Midtown",40.75359,-73.97305,"Private room",2,2,"5/12/2019",0.22,1,1
1537,"Charming one bedroom Upper East",29509026,"Melissa","Manhattan","Upper East Side",40.76644,-73.95803,"Entire home/apt",1,6,"6/1/2016",0.13,1,0
1538,"Cozy room in Loft Apartment - Brooklyn",162174536,"Estefani","Queens","Ridgewood",40.69687,-73.90111,"Private room",18,1,"1/4/2018",0.05,1,0
1539,"LeonardLoft",15969987,"Daniela","Manhattan","Tribeca",40.71724,-74.00446,"Entire home/apt",7,0,NA,NA,1,0
1540,"Spacious Room in West Harlem",2413971,"Teresa","Manhattan","Harlem",40.80193,-73.95573,"Private room",1,0,NA,NA,1,0
1541,"East Harlem Room(#2) on Madison Avenue",159655531,"Kelvin","Manhattan","East Harlem",40.80147,-73.94451,"Private room",3,40,"7/1/2019",2.11,2,78
1542,"Bright Room, next to subway, 15 mins to NYC",737641,"Sasha","Brooklyn","Bushwick",40.69874,-73.93589,"Private room",2,30,"6/25/2019",3.98,1,0
1543,"Spacious Apt near UN Plaza 2 Queen size bed for 5",158710682,"Cedar","Manhattan","Midtown",40.7548,-73.96966,"Entire home/apt",2,75,"6/28/2019",3.84,3,105
1544,"Location Astoria Park ( only female )",3250450,"Petya","Queens","Astoria",40.77182,-73.92867,"Private room",30,1,"6/30/2018",0.08,18,310
1545,"Spacious Private Bedroom in Financial District",25107874,"Emil","Manhattan","Financial District",40.70989,-74.00813,"Private room",3,4,"6/21/2019",0.33,1,72
1546,"Quiet Homestead",102228163,"Cesar","Brooklyn","Carroll Gardens",40.67844,-74.00028,"Entire home/apt",7,1,"5/12/2018",0.07,3,50
1547,"City Room - Semi Private Bedroom",256161,"Wayne","Manhattan","Harlem",40.81156,-73.94571,"Private room",3,119,"5/28/2019",1.22,5,333
